Name,Version,Architecture,Description
libreoffice-core,1:5.1.6~rc2-0ubuntu1~xenial3,amd64,office productivity suite -- arch-dependent files
libreoffice-draw,1:5.1.6~rc2-0ubuntu1~xenial3,amd64,office productivity suite -- drawing
libreoffice-gnome,1:5.1.6~rc2-0ubuntu1~xenial3,amd64,office productivity suite -- GNOME integration
libreoffice-gtk,1:5.1.6~rc2-0ubuntu1~xenial3,amd64,office productivity suite -- GTK+ integration
libreoffice-help-en-us,1:5.1.4-0ubuntu1,all,office productivity suite -- English_american help
libreoffice-impress,1:5.1.6~rc2-0ubuntu1~xenial3,amd64,office productivity suite -- presentation
libreoffice-math,1:5.1.6~rc2-0ubuntu1~xenial3,amd64,office productivity suite -- equation editor
libreoffice-ogltrans,1:5.1.6~rc2-0ubuntu1~xenial3,amd64,LibreOffice Impress extension for slide transitions using OpenGL
libreoffice-pdfimport,1:5.1.6~rc2-0ubuntu1~xenial3,amd64,PDF Import component for LibreOffice
libreoffice-style-breeze,1:5.1.6~rc2-0ubuntu1~xenial3,all,office productivity suite -- Breeze symbol style
libreoffice-style-galaxy,1:5.1.6~rc2-0ubuntu1~xenial3,all,office productivity suite -- Galaxy (Default) symbol style
libreoffice-writer,1:5.1.6~rc2-0ubuntu1~xenial3,amd64,office productivity suite -- word processor
librest-0.7-0:amd64,0.7.93-1,amd64,REST service access library
librevenge-0.0-0:amd64,0.0.4-4ubuntu1,amd64,Base Library for writing document interface filters
librhythmbox-core9:amd64,3.3-1ubuntu7,amd64,support library for the rhythmbox music player
libroken18-heimdal:amd64,1.7~git20150920+dfsg-4ubuntu1.16.04.1,amd64,Heimdal Kerberos - roken support library
librsvg2-2:amd64,2.40.13-3,amd64,SAX-based renderer library for SVG files (runtime)
librsvg2-common:amd64,2.40.13-3,amd64,SAX-based renderer library for SVG files (extra runtime)
librtmp1:amd64,2.4+20151223.gitfa8646d-1ubuntu0.1,amd64,toolkit for RTMP streams (shared library)
libsamplerate0:amd64,0.1.8-8,amd64,Audio sample rate conversion library
libsane:amd64,1.0.25+git20150528-1ubuntu2.16.04.1,amd64,API library for scanners
libsane-common,1.0.25+git20150528-1ubuntu2.16.04.1,all,API library for scanners -- documentation and support files
libsane-hpaio:amd64,3.16.3+repack0-1,amd64,HP SANE backend for multi-function peripherals
libsasl2-2:amd64,2.1.26.dfsg1-14build1,amd64,Cyrus SASL - authentication abstraction library
libsasl2-modules:amd64,2.1.26.dfsg1-14build1,amd64,Cyrus SASL - pluggable authentication modules
libsasl2-modules-db:amd64,2.1.26.dfsg1-14build1,amd64,Cyrus SASL - pluggable authentication modules (DB)
libsbc1:amd64,1.3-1,amd64,Sub Band CODEC library - runtime
libsdl1.2debian:amd64,1.2.15+dfsg1-3,amd64,Simple DirectMedia Layer
libseccomp2:amd64,2.3.1-2.1ubuntu2~16.04.1,amd64,high level interface to Linux seccomp filter
libsecret-1-0:amd64,0.18.4-1ubuntu2,amd64,Secret store
libsecret-common,0.18.4-1ubuntu2,all,Secret store (common files)
libselinux1:amd64,2.4-3build2,amd64,SELinux runtime shared libraries
libselinux1-dev:amd64,2.4-3build2,amd64,SELinux development headers
libsemanage-common,2.3-1build3,all,Common files for SELinux policy management libraries
libsemanage1:amd64,2.3-1build3,amd64,SELinux policy management library
libsensors4:amd64,1:3.4.0-2,amd64,library to read temperature/voltage/fan sensors
libsepol1:amd64,2.4-2,amd64,SELinux library for manipulating binary security policies
libsepol1-dev:amd64,2.4-2,amd64,SELinux binary policy manipulation library and development files
libsgutils2-2,1.40-0ubuntu1,amd64,utilities for devices using the SCSI command set (shared libraries)
libshout3:amd64,2.3.1-3,amd64,MP3/Ogg Vorbis broadcast streaming library
libsigc++-2.0-0v5:amd64,2.6.2-1,amd64,type-safe Signal Framework for C++ - runtime
libsignon-extension1:amd64,8.58+16.04.20151106-0ubuntu1,amd64,Single Sign On framework
libsignon-glib1:amd64,1.13+16.04.20151209.1-0ubuntu1,amd64,library for signond
libsignon-plugins-common1:amd64,8.58+16.04.20151106-0ubuntu1,amd64,Single Sign On framework
libsignon-qt5-1:amd64,8.58+16.04.20151106-0ubuntu1,amd64,Single Sign On framework
libslang2:amd64,2.3.0-2ubuntu1,amd64,S-Lang programming library - runtime version
libsm6:amd64,2:1.2.2-1,amd64,X11 Session Management library
libsmartcols1:amd64,2.27.1-6ubuntu3.4,amd64,smart column output alignment library
libsmbclient:amd64,2:4.3.11+dfsg-0ubuntu0.16.04.13,amd64,shared library for communication with SMB/CIFS servers
libsnapd-glib1:amd64,1.13-0ubuntu0.16.04.1,amd64,GLib snapd library
libsndfile1:amd64,1.0.25-10ubuntu0.16.04.1,amd64,Library for reading/writing audio files
libsnmp-base,5.7.3+dfsg-1ubuntu4.1,all,"SNMP configuration script, MIBs and documentation"
libsnmp30:amd64,5.7.3+dfsg-1ubuntu4.1,amd64,SNMP (Simple Network Management Protocol) library
libsocket6-perl,0.25-1build2,amd64,Perl extensions for IPv6
libsonic0:amd64,0.2.0-3,amd64,Simple library to speed up or slow down speech
libsoup-gnome2.4-1:amd64,2.52.2-1ubuntu0.2,amd64,HTTP library implementation in C -- GNOME support library
libsoup2.4-1:amd64,2.52.2-1ubuntu0.2,amd64,HTTP library implementation in C -- Shared library
libspectre1:amd64,0.2.7-3ubuntu2,amd64,Library for rendering PostScript documents
libspeechd2:amd64,0.8.3-1ubuntu3,amd64,Speech Dispatcher: Shared libraries
libspeex1:amd64,1.2~rc1.2-1ubuntu1,amd64,The Speex codec runtime library
libspeexdsp1:amd64,1.2~rc1.2-1ubuntu1,amd64,The Speex extended runtime library
libspice-server1:amd64,0.12.6-4ubuntu0.3,amd64,Implements the server side of the SPICE protocol
libsqlite3-0:amd64,3.11.0-1ubuntu1,amd64,SQLite 3 shared library
libss2:amd64,1.42.13-1ubuntu1,amd64,command-line interface parsing library
libssh-4:amd64,0.6.3-4.3,amd64,tiny C SSH library (OpenSSL flavor)
libssl1.0.0:amd64,1.0.2g-1ubuntu4.12,amd64,Secure Sockets Layer toolkit - shared libraries
libstartup-notification0:amd64,0.12-4build1,amd64,library for program launch feedback (shared library)
libstdc++-5-dev:amd64,5.4.0-6ubuntu1~16.04.9,amd64,GNU Standard C++ Library v3 (development files)
libstdc++6:amd64,5.4.0-6ubuntu1~16.04.9,amd64,GNU Standard C++ Library v3
libsub-name-perl,0.14-1build1,amd64,module for assigning a new name to referenced sub
libsuitesparseconfig4.4.6:amd64,1:4.4.6-1,amd64,configuration routines for all SuiteSparse modules
libsystemd0:amd64,229-4ubuntu21.2,amd64,systemd utility library
libtag1v5:amd64,1.9.1-2.4ubuntu1,amd64,audio meta-data library
libtag1v5-vanilla:amd64,1.9.1-2.4ubuntu1,amd64,audio meta-data library - vanilla flavour
libtalloc2:amd64,2.1.5-2,amd64,hierarchical pool based memory allocator
libtasn1-6:amd64,4.7-3ubuntu0.16.04.3,amd64,Manage ASN.1 structures (runtime)
libtcl8.6:amd64,8.6.5+dfsg-2,amd64,Tcl (the Tool Command Language) v8.6 - run-time library files
libtdb1:amd64,1.3.8-2,amd64,Trivial Database - shared library
libtelepathy-glib0:amd64,0.24.1-1.1,amd64,Telepathy framework - GLib library
libtevent0:amd64,0.9.28-0ubuntu0.16.04.1,amd64,talloc-based event loop library - shared library
libtext-charwidth-perl,0.04-7build5,amd64,get display widths of characters on the terminal
libtext-iconv-perl,1.7-5build4,amd64,converts between character sets in Perl
libtext-levenshtein-perl,0.13-1,all,implementation of the Levenshtein edit distance
libtext-wrapi18n-perl,0.06-7.1,all,internationalized substitute of Text::Wrap
libthai-data,0.1.24-2,all,Data files for Thai language support library
libthai0:amd64,0.1.24-2,amd64,Thai language support library
libtheora0:amd64,1.1.1+dfsg.1-8,amd64,Theora Video Compression Codec
libtie-ixhash-perl,1.23-2,all,Perl module to order associative arrays
libtiff5:amd64,4.0.6-1ubuntu0.4,amd64,Tag Image File Format (TIFF) library
libtimedate-perl,2.3000-2,all,collection of modules to manipulate date/time information
libtimezonemap-data,0.4.5,all,GTK+3 timezone map widget - data files
libtimezonemap1:amd64,0.4.5,amd64,GTK+3 timezone map widget
libtinfo-dev:amd64,6.0+20160213-1ubuntu1,amd64,developer's library for the low-level terminfo library
libtinfo5:amd64,6.0+20160213-1ubuntu1,amd64,shared low-level terminfo library for terminal handling
libtk8.6:amd64,8.6.5-1,amd64,Tk toolkit for Tcl and X11 v8.6 - run-time files
libtotem-plparser-common,3.10.6-1ubuntu1,all,Totem Playlist Parser library - common files
libtotem-plparser18:amd64,3.10.6-1ubuntu1,amd64,Totem Playlist Parser library - runtime files
libtotem0:amd64,3.18.1-1ubuntu4,amd64,Main library for the Totem media player
libtracker-sparql-1.0-0:amd64,1.6.2-0ubuntu1.1,amd64,"metadata database, indexer and search tool - library"
libtsan0:amd64,5.4.0-6ubuntu1~16.04.9,amd64,ThreadSanitizer -- a Valgrind-based detector of data races (runtime)
libtxc-dxtn-s2tc0:amd64,0~git20131104-1.1,amd64,Texture compression library for Mesa
libubsan0:amd64,5.4.0-6ubuntu1~16.04.9,amd64,UBSan -- undefined behaviour sanitizer (runtime)
libubuntugestures5:amd64,1.3.1918+16.04.20160404-0ubuntu1,amd64,Ubuntu gestures library for Ubuntu UI Toolkit
libubuntutoolkit5:amd64,1.3.1918+16.04.20160404-0ubuntu1,amd64,Ubuntu toolkit common library for Ubuntu UI Toolkit
libudev1:amd64,229-4ubuntu21.2,amd64,libudev shared library
libudisks2-0:amd64,2.1.7-1ubuntu1,amd64,GObject based library to access udisks2
libunistring0:amd64,0.9.3-5.2ubuntu1,amd64,Unicode string library for C
libunity-action-qt1:amd64,1.1.0+14.04.20140304-0ubuntu2~gcc5.1,amd64,Unity Action Qt API
libunity-control-center1,15.04.0+16.04.20171130-0ubuntu1,amd64,utilities to configure the GNOME desktop
libunity-core-6.0-9:amd64,7.4.5+16.04.20180221-0ubuntu1,amd64,core library for the Unity interface
libunity-gtk2-parser0:amd64,0.0.0+15.04.20150118-0ubuntu2,amd64,GtkMenuShell to GMenuModel parser
libunity-gtk3-parser0:amd64,0.0.0+15.04.20150118-0ubuntu2,amd64,GtkMenuShell to GMenuModel parser
libunity-misc4,4.0.5+14.04.20140115-0ubuntu1,amd64,Miscellaneous functions for Unity - shared library
libunity-protocol-private0:amd64,7.1.4+16.04.20180209.1-0ubuntu1,amd64,binding to get places into the launcher - private library
libunity-scopes-json-def-desktop,7.1.4+16.04.20180209.1-0ubuntu1,all,binding to get places into the launcher - desktop def file
libunity-settings-daemon1:amd64,15.04.1+16.04.20160701-0ubuntu1,amd64,Helper library for accessing settings
libunity-webapps0:amd64,2.5.0~+16.04.20160201-0ubuntu1,amd64,Web Apps integration with the Unity desktop
libunity9:amd64,7.1.4+16.04.20180209.1-0ubuntu1,amd64,binding to get places into the launcher - shared library
libunwind8,1.1-4.1,amd64,library to determine the call-chain of a program - runtime
libupower-glib3:amd64,0.99.4-2ubuntu0.3,amd64,abstraction for power management - shared library
liburi-perl,1.71-1,all,module to manipulate and access URI strings
liburl-dispatcher1:amd64,0.1+16.04.20151110-0ubuntu2,amd64,library for sending requests to the url dispatcher
libusb-0.1-4:amd64,2:0.1.12-28,amd64,userspace USB programming library
libusb-1.0-0:amd64,2:1.0.20-1,amd64,userspace USB programming library
libusbmuxd4:amd64,1.0.10-2ubuntu0.1,amd64,USB multiplexor daemon for iPhone and iPod Touch devices - library
libusbredirparser1:amd64,0.7.1-1,amd64,Parser for the usbredir protocol (runtime)
libustr-1.0-1:amd64,1.0.4-5,amd64,Micro string library: shared library
libutempter0:amd64,1.1.6-3,amd64,privileged helper for utmp/wtmp updates (runtime)
libuuid-perl,0.24-1build1,amd64,Perl extension for using UUID interfaces as defined in e2fsprogs
libuuid1:amd64,2.27.1-6ubuntu3.4,amd64,Universally Unique ID library
libv4l-0:amd64,1.10.0-1,amd64,Collection of video4linux support libraries
libv4lconvert0:amd64,1.10.0-1,amd64,Video4linux frame format conversion library
libvisio-0.1-1:amd64,0.1.5-1ubuntu1,amd64,library for parsing the visio file structure
libvisual-0.4-0:amd64,0.4.0-8,amd64,audio visualization framework
libvncclient1:amd64,0.9.10+dfsg-3ubuntu0.16.04.2,amd64,API to write one's own VNC server - client library
libvorbis0a:amd64,1.3.5-3ubuntu0.2,amd64,decoder library for Vorbis General Audio Compression Codec
libvorbisenc2:amd64,1.3.5-3ubuntu0.2,amd64,encoder library for Vorbis General Audio Compression Codec
libvorbisfile3:amd64,1.3.5-3ubuntu0.2,amd64,high-level API for Vorbis General Audio Compression Codec
libvpx3:amd64,1.5.0-2ubuntu1,amd64,VP8 and VP9 video codec (shared library)
libvte-2.91-0:amd64,0.42.5-1ubuntu1,amd64,Terminal emulator widget for GTK+ 3.0 - runtime files
libvte-2.91-common,0.42.5-1ubuntu1,all,Terminal emulator widget for GTK+ 3.0 - common files
libwacom-bin,0.22-1~ubuntu16.04.1,amd64,Wacom model feature query library -- binaries
libwacom-common,0.22-1~ubuntu16.04.1,all,Wacom model feature query library (common files)
libwacom2:amd64,0.22-1~ubuntu16.04.1,amd64,Wacom model feature query library
libwavpack1:amd64,4.75.2-2ubuntu0.1,amd64,audio codec (lossy and lossless) - library
libwayland-client0:amd64,1.12.0-1~ubuntu16.04.3,amd64,wayland compositor infrastructure - client library
libwayland-cursor0:amd64,1.12.0-1~ubuntu16.04.3,amd64,wayland compositor infrastructure - cursor library
libwayland-egl1-mesa:amd64,17.2.8-0ubuntu0~16.04.1,amd64,implementation of the Wayland EGL platform -- runtime
libwayland-server0:amd64,1.12.0-1~ubuntu16.04.3,amd64,wayland compositor infrastructure - server library
libwbclient0:amd64,2:4.3.11+dfsg-0ubuntu0.16.04.13,amd64,Samba winbind client library
libwebkit2gtk-4.0-37:amd64,2.20.2-0ubuntu0.16.04.1,amd64,Web content engine library for GTK+
libwebkit2gtk-4.0-37-gtk2:amd64,2.20.2-0ubuntu0.16.04.1,amd64,Web content engine library for GTK+ - GTK+2 plugin process
libwebp5:amd64,0.4.4-1,amd64,Lossy compression of digital photographic images.
libwebpdemux1:amd64,0.4.4-1,amd64,Lossy compression of digital photographic images.
libwebpmux1:amd64,0.4.4-1,amd64,Lossy compression of digital photographic images.
libwebrtc-audio-processing-0:amd64,0.1-3ubuntu1~gcc5.1,amd64,AudioProcessing module from the WebRTC project.
libwhoopsie-preferences0,0.18,amd64,Ubuntu error tracker submission settings - shared library
libwhoopsie0:amd64,0.2.52.5,amd64,Ubuntu error tracker submission - shared library
libwind0-heimdal:amd64,1.7~git20150920+dfsg-4ubuntu1.16.04.1,amd64,Heimdal Kerberos - stringprep implementation
libwinpr-crt0.1:amd64,1.1.0~git20140921.1.440916e+dfsg1-5ubuntu1.2,amd64,Windows Portable Runtime library (crt library)
libwinpr-dsparse0.1:amd64,1.1.0~git20140921.1.440916e+dfsg1-5ubuntu1.2,amd64,Windows Portable Runtime library (dsparse library)
libwinpr-environment0.1:amd64,1.1.0~git20140921.1.440916e+dfsg1-5ubuntu1.2,amd64,Windows Portable Runtime library (environment library)
libwinpr-file0.1:amd64,1.1.0~git20140921.1.440916e+dfsg1-5ubuntu1.2,amd64,Windows Portable Runtime library (file library)
libwinpr-handle0.1:amd64,1.1.0~git20140921.1.440916e+dfsg1-5ubuntu1.2,amd64,Windows Portable Runtime library (handle library)
libwinpr-heap0.1:amd64,1.1.0~git20140921.1.440916e+dfsg1-5ubuntu1.2,amd64,Windows Portable Runtime library (heap library)
libwinpr-input0.1:amd64,1.1.0~git20140921.1.440916e+dfsg1-5ubuntu1.2,amd64,Windows Portable Runtime library (input library)
libwinpr-interlocked0.1:amd64,1.1.0~git20140921.1.440916e+dfsg1-5ubuntu1.2,amd64,Windows Portable Runtime library (interlocked library)
libwinpr-library0.1:amd64,1.1.0~git20140921.1.440916e+dfsg1-5ubuntu1.2,amd64,Windows Portable Runtime library (library)
libwinpr-path0.1:amd64,1.1.0~git20140921.1.440916e+dfsg1-5ubuntu1.2,amd64,Windows Portable Runtime library (path library)
libwinpr-pool0.1:amd64,1.1.0~git20140921.1.440916e+dfsg1-5ubuntu1.2,amd64,Windows Portable Runtime library (pool library)
libwinpr-registry0.1:amd64,1.1.0~git20140921.1.440916e+dfsg1-5ubuntu1.2,amd64,Windows Portable Runtime library (registry library)
libwinpr-rpc0.1:amd64,1.1.0~git20140921.1.440916e+dfsg1-5ubuntu1.2,amd64,Windows Portable Runtime library (RPC library)
libwinpr-sspi0.1:amd64,1.1.0~git20140921.1.440916e+dfsg1-5ubuntu1.2,amd64,Windows Portable Runtime library (sspi library)
libwinpr-synch0.1:amd64,1.1.0~git20140921.1.440916e+dfsg1-5ubuntu1.2,amd64,Windows Portable Runtime library (synch library)
libwinpr-sysinfo0.1:amd64,1.1.0~git20140921.1.440916e+dfsg1-5ubuntu1.2,amd64,Windows Portable Runtime library (sysinfo library)
libwinpr-thread0.1:amd64,1.1.0~git20140921.1.440916e+dfsg1-5ubuntu1.2,amd64,Windows Portable Runtime library (thread library)
libwinpr-utils0.1:amd64,1.1.0~git20140921.1.440916e+dfsg1-5ubuntu1.2,amd64,Windows Portable Runtime library (utils library)
libwmf0.2-7:amd64,0.2.8.4-10.5ubuntu1,amd64,Windows metafile conversion library
libwmf0.2-7-gtk,0.2.8.4-10.5ubuntu1,amd64,Windows metafile conversion library
libwnck-3-0:amd64,3.14.1-2,amd64,Window Navigator Construction Kit - runtime files
libwnck-3-common,3.14.1-2,all,Window Navigator Construction Kit - common files
libwpd-0.10-10:amd64,0.10.1-1ubuntu1,amd64,Library for handling WordPerfect documents (shared library)
libwpg-0.3-3:amd64,0.3.1-1ubuntu1,amd64,WordPerfect graphics import/convert library (shared library)
libwps-0.4-4:amd64,0.4.3-1ubuntu1,amd64,Works text file format import filter library (shared library)
libwrap0:amd64,7.6.q-25,amd64,Wietse Venema's TCP wrappers library
libwww-perl,6.15-1,all,simple and consistent interface to the world-wide web
libwww-robotrules-perl,6.01-1,all,database of robots.txt-derived permissions
libx11-6:amd64,2:1.6.3-1ubuntu2,amd64,X11 client-side library
libx11-data,2:1.6.3-1ubuntu2,all,X11 client-side library
libx11-protocol-perl,0.56-7,all,"Perl module for the X Window System Protocol, version 11"
libx11-xcb1:amd64,2:1.6.3-1ubuntu2,amd64,Xlib/XCB interface library
libx86-1:amd64,1.1+ds1-10,amd64,x86 real-mode library
libxapian22v5:amd64,1.2.22-2,amd64,Search engine library
libxatracker2:amd64,17.2.8-0ubuntu0~16.04.1,amd64,X acceleration library -- runtime
libxau6:amd64,1:1.0.8-1,amd64,X11 authorisation library
libxaw7:amd64,2:1.0.13-1,amd64,X11 Athena Widget library
libxcb-dri2-0:amd64,1.11.1-1ubuntu1,amd64,"X C Binding, dri2 extension"
libxcb-dri3-0:amd64,1.11.1-1ubuntu1,amd64,"X C Binding, dri3 extension"
libxcb-glx0:amd64,1.11.1-1ubuntu1,amd64,"X C Binding, glx extension"
libxcb-icccm4:amd64,0.4.1-1ubuntu1,amd64,utility libraries for X C Binding -- icccm
libxcb-image0:amd64,0.4.0-1build1,amd64,utility libraries for X C Binding -- image
libxcb-keysyms1:amd64,0.4.0-1,amd64,utility libraries for X C Binding -- keysyms
libxcb-present0:amd64,1.11.1-1ubuntu1,amd64,"X C Binding, present extension"
libxcb-randr0:amd64,1.11.1-1ubuntu1,amd64,"X C Binding, randr extension"
libxcb-render-util0:amd64,0.3.9-1,amd64,utility libraries for X C Binding -- render-util
libxcb-render0:amd64,1.11.1-1ubuntu1,amd64,"X C Binding, render extension"
libxcb-shape0:amd64,1.11.1-1ubuntu1,amd64,"X C Binding, shape extension"
libxcb-shm0:amd64,1.11.1-1ubuntu1,amd64,"X C Binding, shm extension"
libxcb-sync1:amd64,1.11.1-1ubuntu1,amd64,"X C Binding, sync extension"
libxcb-util1:amd64,0.4.0-0ubuntu3,amd64,"utility libraries for X C Binding -- atom, aux and event"
libxcb-xfixes0:amd64,1.11.1-1ubuntu1,amd64,"X C Binding, xfixes extension"
libxcb-xkb1:amd64,1.11.1-1ubuntu1,amd64,"X C Binding, XKEYBOARD extension"
libxcb1:amd64,1.11.1-1ubuntu1,amd64,X C Binding
libxcomposite1:amd64,1:0.4.4-1,amd64,X11 Composite extension library
libxcursor1:amd64,1:1.1.14-1ubuntu0.16.04.1,amd64,X cursor management library
libxdamage1:amd64,1:1.1.4-2,amd64,X11 damaged region extension library
libxdmcp6:amd64,1:1.1.2-1.1,amd64,X11 Display Manager Control Protocol library
libxen-4.6:amd64,4.6.5-0ubuntu1.4,amd64,Public libs for Xen
libxenstore3.0:amd64,4.6.5-0ubuntu1.4,amd64,Xenstore communications library for Xen
libxext6:amd64,2:1.3.3-1,amd64,X11 miscellaneous extension library
libxfixes3:amd64,1:5.0.1-2,amd64,X11 miscellaneous 'fixes' extension library
libxfont1:amd64,1:1.5.1-1ubuntu0.16.04.4,amd64,X11 font rasterisation library
libxfont2:amd64,1:2.0.1-3~ubuntu16.04.3,amd64,X11 font rasterisation library
libxft2:amd64,2.3.2-1,amd64,FreeType-based font drawing library for X
libxi6:amd64,2:1.7.6-1,amd64,X11 Input extension library
libxinerama1:amd64,2:1.1.3-1,amd64,X11 Xinerama extension library
libxkbcommon-x11-0:amd64,0.5.0-1ubuntu2,amd64,library to create keymaps with the XKB X11 protocol
libxkbcommon0:amd64,0.5.0-1ubuntu2,amd64,library interface to the XKB compiler - shared library
libxkbfile1:amd64,1:1.0.9-0ubuntu1,amd64,X11 keyboard file manipulation library
libxklavier16:amd64,5.4-0ubuntu2,amd64,X Keyboard Extension high-level API
libxml-parser-perl,2.44-1build1,amd64,Perl module for parsing XML files
libxml-twig-perl,1:3.48-1,all,Perl module for processing huge XML documents in tree mode
libxml-xpathengine-perl,0.13-1,all,re-usable XPath engine for DOM-like trees
libxml2:amd64,2.9.3+dfsg1-1ubuntu0.5,amd64,GNOME XML library
libxmu6:amd64,2:1.1.2-2,amd64,X11 miscellaneous utility library
libxmuu1:amd64,2:1.1.2-2,amd64,X11 miscellaneous micro-utility library
libxpm4:amd64,1:3.5.11-1ubuntu0.16.04.1,amd64,X11 pixmap library
libxrandr2:amd64,2:1.5.0-1,amd64,X11 RandR extension library
libxrender1:amd64,1:0.9.9-0ubuntu1,amd64,X Rendering Extension client library
libxres1:amd64,2:1.0.7-1,amd64,X11 Resource extension library
libxshmfence1:amd64,1.2-1,amd64,X shared memory fences - shared library
libxslt1.1:amd64,1.1.28-2.1ubuntu0.1,amd64,XSLT 1.0 processing library - runtime library
libxss1:amd64,1:1.2.2-1,amd64,X11 Screen Saver extension library
libxt6:amd64,1:1.1.5-0ubuntu1,amd64,X11 toolkit intrinsics library
libxtables11:amd64,1.6.0-2ubuntu3,amd64,netfilter xtables library
libxtst6:amd64,2:1.2.2-1,amd64,X11 Testing -- Record extension library
libxv1:amd64,2:1.0.10-1,amd64,X11 Video extension library
libxvmc1:amd64,2:1.0.9-1ubuntu1,amd64,X11 Video extension library
libxxf86dga1:amd64,2:1.1.4-1,amd64,X11 Direct Graphics Access extension library
libxxf86vm1:amd64,1:1.1.4-1,amd64,X11 XFree86 video mode extension library
libyajl2:amd64,2.1.0-2,amd64,Yet Another JSON Library
libyaml-0-2:amd64,0.1.6-3,amd64,Fast YAML 1.1 parser and emitter library
libyaml-libyaml-perl,0.41-6build1,amd64,"Perl interface to libyaml, a YAML implementation"
libyaml-tiny-perl,1.69-1,all,Perl module for reading and writing YAML files
libyelp0:amd64,3.18.1-1ubuntu4,amd64,Library for the GNOME help browser
libzeitgeist-1.0-1:amd64,0.3.18-1ubuntu3,amd64,library to access Zeitgeist - shared library
libzeitgeist-2.0-0:amd64,0.9.16-0ubuntu4,amd64,library to access Zeitgeist - shared library
light-themes,14.04+16.04.20180326-0ubuntu1,all,Light Themes (Ambiance and Radiance)
lightdm,1.18.3-0ubuntu1.1,amd64,Display Manager
lintian,2.5.43ubuntu0.1,all,Debian package checker
linux-base,4.5ubuntu1~16.04.1,all,Linux image base package
linux-firmware,1.157.18,all,Firmware for Linux kernel drivers
linux-generic-hwe-16.04,4.13.0.41.60,amd64,Complete Generic Linux kernel and headers
linux-headers-4.13.0-36,4.13.0-36.40~16.04.1,all,Header files related to Linux kernel version 4.13.0
linux-headers-4.13.0-36-generic,4.13.0-36.40~16.04.1,amd64,Linux kernel headers for version 4.13.0 on 64 bit x86 SMP
linux-headers-4.13.0-38,4.13.0-38.43~16.04.1,all,Header files related to Linux kernel version 4.13.0
linux-headers-4.13.0-38-generic,4.13.0-38.43~16.04.1,amd64,Linux kernel headers for version 4.13.0 on 64 bit x86 SMP
linux-headers-4.13.0-39,4.13.0-39.44~16.04.1,all,Header files related to Linux kernel version 4.13.0
linux-headers-4.13.0-39-generic,4.13.0-39.44~16.04.1,amd64,Linux kernel headers for version 4.13.0 on 64 bit x86 SMP
linux-headers-4.13.0-41,4.13.0-41.46~16.04.1,all,Header files related to Linux kernel version 4.13.0
linux-headers-4.13.0-41-generic,4.13.0-41.46~16.04.1,amd64,Linux kernel headers for version 4.13.0 on 64 bit x86 SMP
linux-headers-generic-hwe-16.04,4.13.0.41.60,amd64,Generic Linux kernel headers
linux-image-4.13.0-36-generic,4.13.0-36.40~16.04.1,amd64,Linux kernel image for version 4.13.0 on 64 bit x86 SMP
linux-image-4.13.0-38-generic,4.13.0-38.43~16.04.1,amd64,Linux kernel image for version 4.13.0 on 64 bit x86 SMP
linux-image-4.13.0-39-generic,4.13.0-39.44~16.04.1,amd64,Linux kernel image for version 4.13.0 on 64 bit x86 SMP
linux-image-4.13.0-41-generic,4.13.0-41.46~16.04.1,amd64,Linux kernel image for version 4.13.0 on 64 bit x86 SMP
linux-image-extra-4.13.0-36-generic,4.13.0-36.40~16.04.1,amd64,Linux kernel extra modules for version 4.13.0 on 64 bit x86 SMP
linux-image-extra-4.13.0-38-generic,4.13.0-38.43~16.04.1,amd64,Linux kernel extra modules for version 4.13.0 on 64 bit x86 SMP
linux-image-extra-4.13.0-39-generic,4.13.0-39.44~16.04.1,amd64,Linux kernel extra modules for version 4.13.0 on 64 bit x86 SMP
linux-image-extra-4.13.0-41-generic,4.13.0-41.46~16.04.1,amd64,Linux kernel extra modules for version 4.13.0 on 64 bit x86 SMP
linux-image-generic-hwe-16.04,4.13.0.41.60,amd64,Generic Linux kernel image
linux-libc-dev:amd64,4.4.0-124.148,amd64,Linux Kernel Headers for development
linux-sound-base,1.0.25+dfsg-0ubuntu5,all,base package for ALSA and OSS sound systems
locales,2.23-0ubuntu10,all,GNU C Library: National Language (locale) data [support]
login,1:4.2-3.1ubuntu5.3,amd64,system login tools
logrotate,3.8.7-2ubuntu2.16.04.2,amd64,Log rotation utility
lp-solve,5.5.0.13-7build2,amd64,Solve (mixed integer) linear programming problems
lsb-base,9.20160110ubuntu0.2,all,Linux Standard Base init script functionality
lsb-release,9.20160110ubuntu0.2,all,Linux Standard Base version reporting utility
lshw,02.17-1.1ubuntu3.5,amd64,information about hardware configuration
lsof,4.89+dfsg-0.1,amd64,Utility to list open files
ltrace,0.7.3-5.1ubuntu4,amd64,Tracks runtime library calls in dynamically linked programs
make,4.1-6,amd64,utility for directing compilation
makedev,2.3.1-93ubuntu2~ubuntu16.04.1,all,creates device files in /dev
man-db,2.7.5-1,amd64,on-line manual pager
manpages,4.04-2,all,Manual pages about using a GNU/Linux system
manpages-dev,4.04-2,all,Manual pages about using GNU/Linux for development
mawk,1.3.3-17ubuntu2,amd64,a pattern scanning and text processing language
media-player-info,22-2,all,Media player identification files
memtest86+,5.01-3ubuntu2,amd64,thorough real-mode memory tester
metacity-common,1:3.18.7-0ubuntu0.3,all,shared files for the Metacity window manager
mime-support,3.59ubuntu1,all,"MIME files 'mime.types' & 'mailcap', and support programs"
